sku,slug,nome_original,titulo_seo,descricao_seo,marca,tipo_produto,preco,estoque,imagem,alertas
C08CZ,carrinho-fechado-ferramenta-c08-6-gavetas-cinza-fercar,"Carrinho Fechado Ferramenta C08 6 Gavetas Cinza Fercar Fercar","Carrinhos Fercar Carrinho Fechado Ferramenta C08 6 Gavetas Cinza Fercar azul C08CZ","O Carrinho de Mecnico Oficina 6 Gavetas Com Chave C08 Fercar a escolha perfeita para organizar suas ferramentas de forma prtica e eficiente. Com sua cor azul vibrante, ele traz um toque de estilo para sua oficina. Com 6 gavetas espaosas, voc ter espao de sobra para guardar suas ferramentas e acessrios, mantendo tudo organizado e ao alcance das mos. O material em ao garante durabilidade e resistncia, para que voc possa contar com esse carrinho por muito tempo. O modelo C08 da marca Fercar conhecido por sua qualidade e confiabilidade. Alm disso, ele possui rodas que facilitam o transporte, permitindo que voc mova suas ferramentas com facilidade pela oficina. Se voc est em busca de um carrinho de mecnico funcional e com um design moderno, o Carrinho de Mecnico Oficina 6 Gavetas Com Chave C08 Fercar a escolha certa. No perca tempo e adquira o seu agora mesmo! Principais atributos: azul. Marca Fercar. Categoria: Carrinhos Fercar. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Fercar,"Carrinhos Fercar",1499.00,1,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/57b6b1cf722679dfe33fedde72bb4985.jpg,
CSD830FBA,chave-liga-desliga-margirius-csd-830-30a-alavanca,"Chave Liga/desliga/liga Margirius Csd-830 30a por Alavanca","Vivaliz Chaves e Soquetes Chave Liga/desliga/liga Margirius Csd-830 30a por Alavanca CSD830FBA","Chave Liga e Desliga 30A - CS-830 Chave de partida manual para acionamento de motores monofásicos e trifásicos. Referencia: CS-830 A chave CS-830 pertence à série 800, que possui modelos com as seguintes variações principais: Capacidade elétrica: 30A Atuador: Alavanca Função: Liga/Desliga - Capacidade HP Trifásico 220V: 7,5 CV/HP - Capacidade HP Trifásico 380V: 10 CV/HP - Capacidade HP Trifásico 440V: 10CV/HP - Capacidade HP Monofásico 110/127V: 1,5 CV/HP - Capacidade HP Monofásico 220v: 3 CV/HP Envio Imediato Garantia 3 meses Categoria: Chaves e Soquetes. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Chaves e Soquetes",129.00,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/bf5f714909d3d3e418420c40ac101746.jpg,
COM4,comedouro-aves-passaros-com-fruteira-com4-fercar,"Comedouro Aves Pássaros com Fruteira COM4 Fercar","Comedouros Comedouro Aves Pássaros com Fruteira COM4 Fercar","**Comedouro Alimentador para Pássaros e Aves Silvestres - Fercar** Transforme seu jardim ou área externa em um verdadeiro refúgio para aves silvestres com o **Comedouro Alimentador da Fercar**. Projetado para atrair diversas espécies de pássaros, este alimentador é ideal para quem aprecia a natureza de perto. Com um design prático e funcional, ele permite que as aves se alimentem de forma segura, enquanto você aproveita a beleza de vê-las em seu habitat natural. **Destaques do produto:** - Fabricado com materiais de alta durabilidade, resistindo às intempéries. - Fácil de encher e limpar, garantindo sempre uma fonte de alimento fresca para as aves. - Design que permite o acesso seguro ao alimento, evitando desperdícios. - Ideal para atrair aves silvestres como sabiás, bem-te-vis, entre outros. Aumente a biodiversidade do seu espaço e ajude na preservação das aves, oferecendo um local seguro e prático para que elas possam se alimentar. Casa Pássaros Comedouro para pássaros especial para alimentar com bandeja para frutas Cor: variadas Dimensões: 25x25x30 cm Marca Fercar. Categoria: Comedouros. Uso relacionado: ferramenta, pet, jardim. Disponivel em estoque para venda online.",Fercar,Comedouros,103.09,652,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/c553a30db3a50bfde7a4daae065fdb46.jpg,
KIT-RODIZIOS-50MM-GEL,kit-4-rodizios-parafusos-50mm-gel-soprano,"Kit 4 rodízios parafusos 50mm gel 2 trava e 2 trava Soprano","Kit 4 rodízios parafusos 50mm gel 2 trava e 2 trava Soprano KIT-RODIZIOS-50MM-GEL","Composto por 4 rodizios 50mm, sendo 2 com travas e dois sem. Principais atributos: 50mm. Marca Soprano. Categoria: Rodízios. Uso relacionado: rodizio, com freio, silicone gel. Disponivel em estoque para venda online.",Soprano,Rodízios,49.00,115,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/5f4fae5c23dd6d81603b2642a2e9b9b4.jpg,
Castanhodba,massa-f12-calafetar-madeira-400g-castanho-viapol,"Massa F12 para Calafetar Madeira 400g Castanho Viapol","Vivaliz Ferramentas Manuais Massa F12 para Calafetar Madeira 400g Castanho Viapol 2 mm 40cm 100 m Castanhodba","Massa F12Descrição:Massa especial Para calafetar assoalhos e prePara r superfícies de madeira.Utilização:Para preparo de superfícies de madeira.Vantagens:Compatível com os sistemas comuns de acabamento, tais como: lacas, tinta látex, poliuretanos, esmalte sintético, cêras, vernizes, etc.Monocomponente. ( Não necessita adicionar agente de cura)Fácil de lixar.Solúvel em água enquanto na fase pastosa.Não tem cheiro ou vapores tóxicos.Aplicação do produto:A Massa F-12 é aplicada pelos métodos convencionais, tais como espátula ou desempenadeira. O lixamento é recomendável logo que se observe a secagem. Deve-se levar em conta que o tempo de secagem está diretamente relacionado com a espessura da camada aplicada, ou seja, uma camada fina seca muito mais rápido que uma outra mais espessa. (Em condições normais de aplicação com espátula, uma película de massa de 1/2 mm seca ao ponto de lixamento em 30 minutos.)A pintura poderá ser feita diretamente sobre a massa lixada, dispensando o uso de seladoras ou fundos especiais.Recomenda-se que a aplicação do acabamento seja feita após secagem completa da massa.Rejuntamento de assoalhos:Os rejuntamentos estreitos ( 2 mm) são normalmente calafetados com 1 demão, aplicados com espátula. Os rejuntamentos mais largos devem ser feitos com um repasse. Deve-se observar também que nos assoalhos de tábuas, as mesmas estejam firmemente colocadas com o espaçamento máximo de 40cm entre os apoios, com encaixe tipo macho e fêmea. (A Massa F-12 não deve ser considerada como responsável pela união das tábuas entre si) Havendo movimentação do assoalho, a massa certamente trincará.)Consumo:1Kgg de Massa F12 calafeta cerca de 100 m de junta de 2 x 2 mm. Principais atributos: 2 mm, 40cm, 100 m. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",22.44,14,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/314d8a22c02fc2603ab20018575d776f.jpg,
Jatobadba,massa-f12-calafetar-madeira-400g-jatoba-viapol,"Massa F12 para Calafetar Madeira 400g Jatoba Viapol","Vivaliz Ferramentas Manuais Massa F12 para Calafetar Madeira 400g Jatoba Viapol Jatobadba","MASSA F12 JATOBA 400G VIAPOLA Massa F12 é uma massa especial para calafetar assoalhos e preparar superfícies de madeira.Massa F12 oferece os seguintes benefícios:Compatível com os sistemas comuns de acabamento, tais como:lacas, tinta látex, poliuretanos, esmalte sintético, ceras, vernizes, etc;Monocomponente: Não necessita adicionar agente de curaFácil de lixarSolúvel em água enquanto na fase pastosaNão tem cheiro ou vapores tóxicos.É compatível com os pigmentos em bisnaga (usados para tingir tinta látex) e por esta razão, tonalidades especiais podem ser obtidas com adição de pequenas quantidades destes pigmentos.Algumas tonalidades intermediárias também podem ser obtidas misturando as cores disponíveis.Marca: VIAPOLEstado físico: PastosoSolubilidade em águaCor: JATOBAPeso Liq.: 400g Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Produto temporariamente sem estoque.",Vivaliz,"Ferramentas Manuais",24.90,0,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/cc4c1e0d742b89f384e392979eb959f6.jpg,sem_estoque
Marfimdba,massa-f12-calafetar-madeira-400g-marfim-viapol,"Massa F12 para Calafetar Madeira 400g Marfim Viapol","Vivaliz Ferramentas Manuais Massa F12 para Calafetar Madeira 400g Marfim Viapol 2 mm 40cm 100 m Marfimdba","Massa F12Descrição:Massa especial Para calafetar assoalhos e prePara r superfícies de madeira.Utilização:Para preparo de superfícies de madeira.Vantagens:Compatível com os sistemas comuns de acabamento, tais como: lacas, tinta látex, poliuretanos, esmalte sintético, cêras, vernizes, etc.Monocomponente. ( Não necessita adicionar agente de cura)Fácil de lixar.Solúvel em água enquanto na fase pastosa.Não tem cheiro ou vapores tóxicos.Aplicação do produto:A Massa F-12 é aplicada pelos métodos convencionais, tais como espátula ou desempenadeira. O lixamento é recomendável logo que se observe a secagem. Deve-se levar em conta que o tempo de secagem está diretamente relacionado com a espessura da camada aplicada, ou seja, uma camada fina seca muito mais rápido que uma outra mais espessa. (Em condições normais de aplicação com espátula, uma película de massa de 1/2 mm seca ao ponto de lixamento em 30 minutos.)A pintura poderá ser feita diretamente sobre a massa lixada, dispensando o uso de seladoras ou fundos especiais.Recomenda-se que a aplicação do acabamento seja feita após secagem completa da massa.Rejuntamento de assoalhos:Os rejuntamentos estreitos ( 2 mm) são normalmente calafetados com 1 demão, aplicados com espátula. Os rejuntamentos mais largos devem ser feitos com um repasse. Deve-se observar também que nos assoalhos de tábuas, as mesmas estejam firmemente colocadas com o espaçamento máximo de 40cm entre os apoios, com encaixe tipo macho e fêmea. (A Massa F-12 não deve ser considerada como responsável pela união das tábuas entre si) Havendo movimentação do assoalho, a massa certamente trincará.)Consumo:1Kgg de Massa F12 calafeta cerca de 100 m de junta de 2 x 2 mm. Principais atributos: 2 mm, 40cm, 100 m. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",23.43,5,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/ad436c5e8f29c8e97489d1b71b900c09.jpg,
V0210691,massa-f12-calafetar-madeira-400g-mogno-viapol,"Massa F12 para Calafetar Madeira 400g Mogno Viapol","Vivaliz Ferramentas Manuais Massa F12 para Calafetar Madeira 400g Mogno Viapol 2 mm 40cm 100 m V0210691","Massa F12Descrição:Massa especial Para calafetar assoalhos e prePara r superfícies de madeira.Utilização:Para preparo de superfícies de madeira.Vantagens:Compatível com os sistemas comuns de acabamento, tais como: lacas, tinta látex, poliuretanos, esmalte sintético, cêras, vernizes, etc.Monocomponente. ( Não necessita adicionar agente de cura)Fácil de lixar.Solúvel em água enquanto na fase pastosa.Não tem cheiro ou vapores tóxicos.Aplicação do produto:A Massa F-12 é aplicada pelos métodos convencionais, tais como espátula ou desempenadeira. O lixamento é recomendável logo que se observe a secagem. Deve-se levar em conta que o tempo de secagem está diretamente relacionado com a espessura da camada aplicada, ou seja, uma camada fina seca muito mais rápido que uma outra mais espessa. (Em condições normais de aplicação com espátula, uma película de massa de 1/2 mm seca ao ponto de lixamento em 30 minutos.)A pintura poderá ser feita diretamente sobre a massa lixada, dispensando o uso de seladoras ou fundos especiais.Recomenda-se que a aplicação do acabamento seja feita após secagem completa da massa.Rejuntamento de assoalhos:Os rejuntamentos estreitos ( 2 mm) são normalmente calafetados com 1 demão, aplicados com espátula. Os rejuntamentos mais largos devem ser feitos com um repasse. Deve-se observar também que nos assoalhos de tábuas, as mesmas estejam firmemente colocadas com o espaçamento máximo de 40cm entre os apoios, com encaixe tipo macho e fêmea. (A Massa F-12 não deve ser considerada como responsável pela união das tábuas entre si) Havendo movimentação do assoalho, a massa certamente trincará.)Consumo:1Kgg de Massa F12 calafeta cerca de 100 m de junta de 2 x 2 mm. Principais atributos: 2 mm, 40cm, 100 m. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Produto temporariamente sem estoque.",Vivaliz,"Ferramentas Manuais",22.44,0,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/90639478565e959b19477285747eb2ce.jpg,sem_estoque
V0217760,massa-paramadeira-f12-400g-angelim-viapol,"Massa Paramadeira F-12 400G/0,225L Angelim - Viapol","Vivaliz Ferramentas Manuais Massa Paramadeira F-12 400G/0,225L Angelim - Viapol V0217760","A Massa para Madeira F-12 Angelim é um produto adesivo desenvolvido especialmente para aplicação em superfícies de madeira. Apresentada em embalagem de 400g ou 0,225L, esta massa oferece praticidade no manuseio e aplicação. Ideal para correção de imperfeições, preenchimento de fissuras, rachaduras e pequenos defeitos em peças de madeira, proporcionando um acabamento uniforme. O tom Angelim permite harmonização com madeiras de tonalidade similar, facilitando o trabalho de restauração e acabamento. O produto é formulado para aderir adequadamente à superfície, facilitando o lixamento posterior e preparando a madeira para receber pintura ou verniz. Recomenda-se aplicar em superfícies limpas e secas para melhor desempenho do produto. Principais atributos: 0,225l. Categoria: Ferramentas Manuais. Uso relacionado: rodizio, ferramenta, pet, silicone gel. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",24.90,1,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/b2b7e6f099c5d1a4e92efd3c8e90226a.jpg,
V0210680,massa-paramadeira-f12-400g-sucupira-viapol,"Massa Paramadeira F-12 400G/0,225L Sucupira - Viapol","Vivaliz Ferramentas Manuais Massa Paramadeira F-12 400G/0,225L Sucupira - Viapol 2 mm 2mm 40 cm V0210680","Massa F12 uma massa especial base de emulso acrlica para rejuntamento de assoalhos e reparo de superfcies de madeira. Aspecto: Pastoso Cores disponveis: Angelim, Branca, Castanho, Cerejeira, Cumaru, Imbuia ,Ipe, Jatoba, Marfim, Mogno, No de Pinus, Sucupira. Perodo mnimo entre demos*: 30 minutos *O tempo de secagem est diretamente relacionado com a espessura da camada aplicada. VANTAGENS: - Fcil de aplicar; - Fcil de lixar; - Solvel em gua enquanto na fase pastosa; - No tem cheiro ou vapores txicos; Massa F-12 indicado para preparo de superfcie de madeira e reparo em: - Assoalho; - Madeira macia; - Madeira laminada; - MDF APLICAO: Aplique com uma esptula ou desempenadeira em camadas finas. Aguarde a completa secagem do produto para o lixamento. Deve-se levar em conta que o tempo de secagem est diretamente relacionado com a espessura da camada aplicada, ou seja, uma camada fina seca muito mais rpido que uma outra mais espessa. Em condies normais de aplicao com esptula, uma pelcula de massa de 1/2 mm seca ao ponto de lixamento em 30 minutos. A pintura poder ser feita diretamente sobre a massa lixada dispensando o uso de seladoras ou fundo especiais. Recomenda-se que a aplicao do acabamento seja feita aps secagem completa da massa. - Rejuntamento de Assoalhos: Os rejuntamentos estreitos (2mm) devem ser reparados com uma demo, aplicados com esptula. Os rejuntamentos mais largos devem ser feitos com um repasse. Deve-se observar tambm, nos assoalhos de tbuas, que elas estejam firmemente colocadas com o espaamento mximo de 40 cm entre os apoios, com encaixe tipo ""macho e fmea"". A Massa F12 no deve ser considerada responsvel pela unio das tbuas entre si. Se houver movimentao do assoalho, a massa certamente trincar. OBS: As cores apresentadas so imagens computadorizadas, elaboradas para representar de forma aproximada os tons reais do produto. Pode haver variaes de acordo com a iluminao, monitor ou tela utilizada. Principais atributos: 0,225l, 2 mm, 2mm, 40 cm. Categoria: Ferramentas Manuais. Uso relacionado: rodizio, ferramenta, silicone gel. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",31.12,3,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/fde325ef8225cd41087b9a1d20f8b67c.jpg,
V0210685,massa-calafetar-madeira-f12-ipe-400g-viapol,"Massa para Calafetar Madeira F12 Ipe 400g Viapol","Vivaliz Ferramentas Manuais Massa para Calafetar Madeira F12 Ipe 400g Viapol 2 mm 2mm 40 cm V0210685","Massa F12 uma massa especial base de emulso acrlica para rejuntamento de assoalhos e reparo de superfcies de madeira. Aspecto: Pastoso Cores disponveis: Angelim, Branca, Castanho, Cerejeira, Cumaru, Imbuia ,Ipe, Jatoba, Marfim, Mogno, No de Pinus, Sucupira. Perodo mnimo entre demos*: 30 minutos *O tempo de secagem est diretamente relacionado com a espessura da camada aplicada. VANTAGENS: - Fcil de aplicar; - Fcil de lixar; - Solvel em gua enquanto na fase pastosa; - No tem cheiro ou vapores txicos; Massa F-12 indicado para preparo de superfcie de madeira e reparo em: - Assoalho; - Madeira macia; - Madeira laminada; - MDF APLICAO: Aplique com uma esptula ou desempenadeira em camadas finas. Aguarde a completa secagem do produto para o lixamento. Deve-se levar em conta que o tempo de secagem est diretamente relacionado com a espessura da camada aplicada, ou seja, uma camada fina seca muito mais rpido que uma outra mais espessa. Em condies normais de aplicao com esptula, uma pelcula de massa de 1/2 mm seca ao ponto de lixamento em 30 minutos. A pintura poder ser feita diretamente sobre a massa lixada dispensando o uso de seladoras ou fundo especiais. Recomenda-se que a aplicao do acabamento seja feita aps secagem completa da massa. - Rejuntamento de Assoalhos: Os rejuntamentos estreitos (2mm) devem ser reparados com uma demo, aplicados com esptula. Os rejuntamentos mais largos devem ser feitos com um repasse. Deve-se observar tambm, nos assoalhos de tbuas, que elas estejam firmemente colocadas com o espaamento mximo de 40 cm entre os apoios, com encaixe tipo ""macho e fmea"". A Massa F12 no deve ser considerada responsvel pela unio das tbuas entre si. Se houver movimentao do assoalho, a massa certamente trincar. OBS: As cores apresentadas so imagens computadorizadas, elaboradas para representar de forma aproximada os tons reais do produto. Pode haver variaes de acordo com a iluminao, monitor ou tela utilizada. Principais atributos: 2 mm, 2mm, 40 cm. Categoria: Ferramentas Manuais. Uso relacionado: rodizio, ferramenta, silicone gel. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",24.90,13,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/bcc53ccc6182e4e9263d653c5d88dd1a.jpg,
V0210681,massa-para-madeira-f12-400g-branca-viapol,"Massa para Madeira F12 400g Branca Viapol","Vivaliz Ferramentas Manuais Massa para Madeira F12 400g Branca Viapol V0210681","A Massa F12 é uma massa especial para calafetar assoalhos e preparar superfícies de madeira. - MARCA: VIAPOL - Estado físico: Pastoso - Solubilidade em água ? Massa F12 oferece os seguintes benefícios: - Compatível com os sistemas comuns de acabamento, tais como: lacas, tinta látex, poliuretanos, esmalte sintético, ceras, vernizes, etc; - Monocomponente: não necessita adicionar agente de cura; - Fácil de lixar; - Solúvel em água enquanto na fase pastosa; - Não tem cheiro ou vapores tóxicos. ? Utilização - Para preparo de superfícies de madeira. Cores Disponíveis: - BRANCA - CEREJEIRA - IMBUIA - IPÊ - MARFIM - MOGNO - CASTANHO É compatível com os pigmentos em bisnaga (usados para tingir tinta látex) e por esta razão, tonalidades especiais podem ser obtidas com adição de pequenas quantidades destes pigmentos. Algumas tonalidades intermediárias também podem ser obtidas misturando as cores disponíveis. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",31.12,7,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/c2ee5ae517274d3783b69d781f49be79.jpg,
V0210643,massa-para-madeira-f12-400g-cumaru-viapol,"Massa para Madeira F12 400g Cumaru Viapol","Vivaliz Ferramentas Manuais Massa para Madeira F12 400g Cumaru Viapol 2 mm 40cm 100 m V0210643","Massa F12Descrição:Massa especial Para calafetar assoalhos e prePara r superfícies de madeira.Utilização:Para preparo de superfícies de madeira.Vantagens:Compatível com os sistemas comuns de acabamento, tais como: lacas, tinta látex, poliuretanos, esmalte sintético, cêras, vernizes, etc.Monocomponente. ( Não necessita adicionar agente de cura)Fácil de lixar.Solúvel em água enquanto na fase pastosa.Não tem cheiro ou vapores tóxicos.Aplicação do produto:A Massa F-12 é aplicada pelos métodos convencionais, tais como espátula ou desempenadeira. O lixamento é recomendável logo que se observe a secagem. Deve-se levar em conta que o tempo de secagem está diretamente relacionado com a espessura da camada aplicada, ou seja, uma camada fina seca muito mais rápido que uma outra mais espessa. (Em condições normais de aplicação com espátula, uma película de massa de 1/2 mm seca ao ponto de lixamento em 30 minutos.)A pintura poderá ser feita diretamente sobre a massa lixada, dispensando o uso de seladoras ou fundos especiais.Recomenda-se que a aplicação do acabamento seja feita após secagem completa da massa.Rejuntamento de assoalhos:Os rejuntamentos estreitos ( 2 mm) são normalmente calafetados com 1 demão, aplicados com espátula. Os rejuntamentos mais largos devem ser feitos com um repasse. Deve-se observar também que nos assoalhos de tábuas, as mesmas estejam firmemente colocadas com o espaçamento máximo de 40cm entre os apoios, com encaixe tipo macho e fêmea. (A Massa F-12 não deve ser considerada como responsável pela união das tábuas entre si) Havendo movimentação do assoalho, a massa certamente trincará.)Consumo:1Kgg de Massa F12 calafeta cerca de 100 m de junta de 2 x 2 mm. Principais atributos: 2 mm, 40cm, 100 m. Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",31.12,12,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/f67f0c0c643fdb11d343351bec3d5282.jpg,
V0210675,massa-f12-calafetar-madeira-400g-cerejeira-viapol,"Massa F12 para Calafetar Madeira 400g Cerejeira Viapol","Vivaliz Ferramentas Manuais Massa F12 para Calafetar Madeira 400g Cerejeira Viapol V0210675","Massa F12 Calafetar Correção Madeira Viapol 400g Div Cores   Descrição:   A Massa F12 é uma massa especial para calafetar assoalhos e preparar superfícies de madeira. - MARCA: VIAPOL - Estado físico: Pastoso - Solubilidade em água   Massa F12 oferece os seguintes benefícios: - Compatível com os sistemas comuns de acabamento, tais como: lacas, tinta látex, poliuretanos, esmalte sintético, ceras, vernizes, etc;   - Monocomponente: não necessita adicionar agente de cura; - Fácil de lixar; - Solúvel em água enquanto na fase pastosa; - Não tem cheiro ou vapores tóxicos.   Utilização - Para preparo de superfícies de madeira.   Especificações:   - Cor: Cerejeira - Marca:Viapol - 3 meses de garantia de fabricação - IMAGENS MERAMENTES ILUSTRATIVAS   Categoria: Ferramentas Manuais. Uso relacionado: ferramenta. Disponivel em estoque para venda online.",Vivaliz,"Ferramentas Manuais",24.90,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/709f8d7322bfa9e4d31cef4c57d8fa47.jpg,
JFQFAC77,cachepot-floreira-vaso-77-aco-corten-32l-japi,"Cachepot Floreira Flat Vaso 77(32l) 29x77cm Aco Corten Japi","Vasos Decorativos Cachepot Floreira Flat Vaso 77(32l) 29x77cm Aco Corten Japi 29cm 5cm JFQFAC77","As Floreiras Flat , tm como principal caracterstica o seu formato de cantos retos, simples com muita elegncia, o que faz a linha Flat uma tima escolha para sua loja! As floreiras so projetadas para serem usadas como cacheps, no sendo indicado o plantio direto. DADOS TCNICOS Comprimento: 29cm Largura: 29cm Altura: 77cm Boca: 70x29cm Base: 46,5x28,5cm Volume: 39 litros Peso: 2650 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos aps o recebimento Principais atributos: 32l, 29cm, 77cm, 5cm, 39 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",398.88,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/72046d00e76c79c137e640e0d2807d6e.jpg,
JFQFCQ77,cachepot-floreira-vaso-77-cimento-queimado-32l-japi,"Cachepot Floreira Flat Vaso 77(32l) 29x77cm Cimento Queimado Japi","Vasos Decorativos Cachepot Floreira Flat Vaso 77(32l) 29x77cm Cimento Queimado Japi 29cm 5cm JFQFCQ77","As Floreiras Flat , tm como principal caracterstica o seu formato de cantos retos, simples com muita elegncia, o que faz a linha Flat uma tima escolha para sua loja! As floreiras so projetadas para serem usadas como cacheps, no sendo indicado o plantio direto. DADOS TCNICOS Comprimento: 29cm Largura: 29cm Altura: 77cm Boca: 70x29cm Base: 46,5x28,5cm Volume: 39 litros Peso: 2650 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos aps o recebimento Principais atributos: 32l, 29cm, 77cm, 5cm, 39 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",411.81,11,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/7c165434c18b2701036cb604df0d6e96.jpg,
JFQFE77,cachepot-floreira-vaso-77-chumbo-32l-japi,"Cachepot Floreira Flat Vaso 77(32l) 29x77cm Chumbo Japi","Vasos Decorativos Cachepot Floreira Flat Vaso 77(32l) 29x77cm Chumbo Japi 29cm 5cm JFQFE77","As Floreiras Flat , tm como principal caracterstica o seu formato de cantos retos, simples com muita elegncia, o que faz a linha Flat uma tima escolha para sua loja! As floreiras so projetadas para serem usadas como cacheps, no sendo indicado o plantio direto. DADOS TCNICOS Comprimento: 29cm Largura: 29cm Altura: 77cm Boca: 70x29cm Base: 46,5x28,5cm Volume: 39 litros Peso: 2650 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos aps o recebimento Principais atributos: 32l, 29cm, 77cm, 5cm, 39 litros. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",357.60,2,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/cff2c3dbeee37ac01eb617f4eb009d2b.jpg,
JFQFPA77,cachepot-floreira-vaso-77-preto-ardosia-32l-japi,"Cachepot Floreira Flat Vaso 77(32l) 29x77cm Preto Ardósia Japi","Vasos Decorativos Cachepot Floreira Flat Vaso 77(32l) 29x77cm Preto Ardósia Japi 29cm 5cm JFQFPA77","As Floreiras Flat , tm como principal caracterstica o seu formato de cantos retos, simples com muita elegncia, o que faz a linha Flat uma tima escolha para sua loja! As floreiras so projetadas para serem usadas como cacheps, no sendo indicado o plantio direto. DADOS TCNICOS Comprimento: 29cm Largura: 29cm Altura: 77cm Boca: 70x29cm Base: 46,5x28,5cm Volume: 39 litros Peso: 2650 gramas Furo de drenagem: Sem furo Material: Produzido com a tecnologia de rotomoldagem e matria prima polietileno. Marca: Japi Ambientes: Interno e externo Garantia: 10 anos aps o recebimento Principais atributos: 32l, 29cm, 77cm, 5cm, 39 litros, preto. Marca Japi. Categoria: Vasos Decorativos. Uso relacionado: jardim. Disponivel em estoque para venda online.",Japi,"Vasos Decorativos",399.00,6,https://s3.amazonaws.com/tiny-anexos-us/erp/MTI4NTQ1NjExNw/a36402e9fd09fef67a417544d4dc2bd4.jpg,
